净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,上证涨跌,涨跌
2017-06-05,2.165,2.165,0.65,开放申购,开放赎回,-0.45,1
2017-06-02,2.151,2.151,0.05,开放申购,开放赎回,0.09,1
2017-06-01,2.15,2.15,-1.24,开放申购,开放赎回,-0.47,-1
2017-05-31,2.177,2.177,-0.27,开放申购,开放赎回,0.23,-1
2017-05-26,2.183,2.183,-0.23,开放申购,开放赎回,0.07,-1
2017-05-25,2.188,2.188,0.05,开放申购,开放赎回,1.43,1
2017-05-24,2.187,2.187,0.09,开放申购,开放赎回,0.07,1
2017-05-23,2.185,2.185,-1.09,开放申购,开放赎回,-0.45,-1
2017-05-22,2.209,2.209,-0.36,开放申购,开放赎回,-0.48,-1
2017-05-19,2.217,2.217,0.05,开放申购,开放赎回,0.02,1
2017-05-18,2.216,2.216,-1.25,开放申购,开放赎回,-0.46,-1
2017-05-17,2.244,2.244,-0.18,开放申购,开放赎回,-0.27,-1
2017-05-16,2.248,2.248,2.14,开放申购,开放赎回,0.74,1
2017-05-15,2.201,2.201,0.27,开放申购,开放赎回,0.22,1
2017-05-12,2.195,2.195,-0.23,开放申购,开放赎回,0.72,-1
2017-05-11,2.2,2.2,0.87,开放申购,开放赎回,0.29,1
2017-05-10,2.181,2.181,-0.41,开放申购,开放赎回,-0.9,-1
2017-05-09,2.19,2.19,1.15,开放申购,开放赎回,0.06,1
2017-05-08,2.165,2.165,-1.41,开放申购,开放赎回,-0.79,-1
2017-05-05,2.196,2.196,-0.72,开放申购,开放赎回,-0.78,-1
2017-05-04,2.212,2.212,-1.03,开放申购,开放赎回,-0.25,-1
2017-05-03,2.235,2.235,0.22,开放申购,开放赎回,-0.27,1
2017-05-02,2.23,2.23,0.18,开放申购,开放赎回,-0.35,1
2017-04-28,2.226,2.226,-0.18,开放申购,开放赎回,0.08,-1
2017-04-27,2.23,2.23,0.95,开放申购,开放赎回,0.36,1
2017-04-26,2.209,2.209,-0.45,开放申购,开放赎回,0.2,-1
2017-04-25,2.219,2.219,0.73,开放申购,开放赎回,0.16,1
2017-04-24,2.203,2.203,-2.0,开放申购,开放赎回,-1.37,-1
2017-04-21,2.248,2.248,-0.49,开放申购,开放赎回,0.03,-1
2017-04-20,2.259,2.259,0.27,开放申购,开放赎回,0.04,1
2017-04-19,2.253,2.253,-0.62,开放申购,开放赎回,-0.81,-1
2017-04-18,2.267,2.267,-0.4,开放申购,开放赎回,-0.79,-1
2017-04-17,2.276,2.276,-0.39,开放申购,开放赎回,-0.74,-1
2017-04-14,2.285,2.285,-1.76,开放申购,开放赎回,-0.91,-1
2017-04-13,2.326,2.326,0.56,开放申购,开放赎回,0.07,1
2017-04-12,2.313,2.313,-0.69,开放申购,开放赎回,-0.46,-1
2017-04-11,2.329,2.329,-0.3,开放申购,开放赎回,0.6,-1
2017-04-10,2.336,2.336,-1.23,开放申购,开放赎回,-0.57,-1
2017-04-07,2.365,2.365,0.08,开放申购,开放赎回,0.17,1
2017-04-06,2.363,2.363,-0.42,开放申购,开放赎回,0.33,-1
2017-04-05,2.373,2.373,2.15,开放申购,开放赎回,1.48,1
2017-03-31,2.323,2.323,0.39,开放申购,开放赎回,0.35,1
2017-03-30,2.314,2.314,-2.2,开放申购,开放赎回,-0.96,-1
2017-03-29,2.366,2.366,-0.25,开放申购,开放赎回,-0.36,-1
2017-03-28,2.372,2.372,-0.29,开放申购,开放赎回,-0.43,-1
2017-03-27,2.379,2.379,-1.04,开放申购,开放赎回,-0.08,-1
2017-03-24,2.404,2.404,0.0,开放申购,开放赎回,0.64,-1
2017-03-23,2.404,2.404,0.5,开放申购,开放赎回,0.1,1
2017-03-22,2.392,2.392,-0.04,开放申购,开放赎回,-0.5,-1
2017-03-21,2.393,2.393,-0.04,开放申购,开放赎回,0.33,-1
2017-03-20,2.394,2.394,0.34,开放申购,开放赎回,0.41,1
2017-03-17,2.386,2.386,-1.04,开放申购,开放赎回,-0.96,-1
2017-03-16,2.411,2.411,1.13,开放申购,开放赎回,0.84,1
2017-03-15,2.384,2.384,0.04,开放申购,开放赎回,0.08,1
2017-03-14,2.383,2.383,0.0,开放申购,开放赎回,0.07,-1
2017-03-13,2.383,2.383,1.97,开放申购,开放赎回,0.76,1
2017-03-10,2.337,2.337,0.21,开放申购,开放赎回,-0.12,1
2017-03-09,2.332,2.332,-1.1,开放申购,开放赎回,-0.74,-1
2017-03-08,2.358,2.358,-0.42,开放申购,开放赎回,-0.05,-1
2017-03-07,2.368,2.368,-0.29,开放申购,开放赎回,0.26,-1
2017-03-06,2.375,2.375,1.71,开放申购,开放赎回,0.48,1
2017-03-03,2.335,2.335,0.69,开放申购,开放赎回,-0.36,1
2017-03-02,2.319,2.319,-0.81,开放申购,开放赎回,-0.52,-1
2017-03-01,2.338,2.338,0.21,开放申购,开放赎回,0.16,1
2017-02-28,2.333,2.333,0.34,开放申购,开放赎回,0.4,1
2017-02-27,2.325,2.325,-0.47,开放申购,开放赎回,-0.76,-1
2017-02-24,2.336,2.336,0.0,开放申购,开放赎回,0.06,-1
2017-02-23,2.336,2.336,-0.26,开放申购,开放赎回,-0.3,-1
2017-02-22,2.342,2.342,0.34,开放申购,开放赎回,0.24,1
2017-02-21,2.334,2.334,0.65,开放申购,开放赎回,0.41,1
2017-02-20,2.319,2.319,0.74,开放申购,开放赎回,1.18,1
2017-02-17,2.302,2.302,-0.65,开放申购,开放赎回,-0.85,-1
2017-02-16,2.317,2.317,0.83,开放申购,开放赎回,0.52,1
2017-02-15,2.298,2.298,-1.08,开放申购,开放赎回,-0.15,-1
2017-02-14,2.323,2.323,0.17,开放申购,开放赎回,0.03,1
2017-02-13,2.319,2.319,0.87,开放申购,开放赎回,0.63,1
2017-02-10,2.299,2.299,-0.17,开放申购,开放赎回,0.42,-1
2017-02-09,2.303,2.303,0.13,开放申购,开放赎回,0.51,1
2017-02-08,2.3,2.3,1.23,开放申购,开放赎回,0.44,1
2017-02-07,2.272,2.272,0.09,开放申购,开放赎回,-0.12,1
2017-02-06,2.27,2.27,0.98,开放申购,开放赎回,0.54,1
2017-02-03,2.248,2.248,-0.49,开放申购,开放赎回,-0.6,-1
2017-01-26,2.259,2.259,1.85,开放申购,开放赎回,0.31,1
2017-01-25,2.218,2.218,0.23,开放申购,开放赎回,0.22,1
2017-01-24,2.213,2.213,0.05,开放申购,开放赎回,0.18,1
2017-01-23,2.212,2.212,0.91,开放申购,开放赎回,0.44,1
2017-01-20,2.192,2.192,1.25,开放申购,开放赎回,0.7,1
2017-01-19,2.165,2.165,-0.28,开放申购,开放赎回,-0.38,-1
2017-01-18,2.171,2.171,-0.6,开放申购,开放赎回,0.14,-1
2017-01-17,2.184,2.184,1.11,开放申购,开放赎回,0.17,1
2017-01-16,2.16,2.16,-2.57,开放申购,开放赎回,-0.3,-1
2017-01-13,2.217,2.217,-1.73,开放申购,开放赎回,-0.21,-1
2017-01-12,2.256,2.256,-1.23,开放申购,开放赎回,-0.56,-1
2017-01-11,2.284,2.284,-0.57,开放申购,开放赎回,-0.79,-1
2017-01-10,2.297,2.297,-0.22,开放申购,开放赎回,-0.3,-1
2017-01-09,2.302,2.302,0.04,开放申购,开放赎回,0.54,1
2017-01-06,2.301,2.301,-1.16,开放申购,开放赎回,-0.35,-1
2017-01-05,2.328,2.328,-0.3,开放申购,开放赎回,0.21,-1
2017-01-04,2.335,2.335,1.83,开放申购,开放赎回,0.73,1
2017-01-03,2.293,2.293,-0.48,开放申购,开放赎回,1.04,-1
2016-12-30,2.304,2.304,0.61,开放申购,开放赎回,0.24,1
2016-12-29,2.29,2.29,-0.04,开放申购,开放赎回,-0.2,-1
2016-12-28,2.291,2.291,-0.3,开放申购,开放赎回,-0.4,-1
2016-12-27,2.298,2.298,0.35,开放申购,开放赎回,-0.25,1
2016-12-26,2.29,2.29,1.46,开放申购,开放赎回,0.4,1
2016-12-23,2.257,2.257,-1.48,开放申购,开放赎回,-0.94,-1
2016-12-22,2.291,2.291,0.04,开放申购,开放赎回,0.07,1
2016-12-21,2.29,2.29,0.75,开放申购,开放赎回,1.11,1
2016-12-20,2.273,2.273,-0.57,开放申购,开放赎回,-0.49,-1
2016-12-19,2.286,2.286,-0.26,开放申购,开放赎回,-0.16,-1
2016-12-16,2.292,2.292,0.88,开放申购,开放赎回,0.17,1
2016-12-15,2.272,2.272,0.04,开放申购,开放赎回,-0.73,1
2016-12-14,2.271,2.271,-1.09,开放申购,开放赎回,-0.46,-1
2016-12-13,2.296,2.296,0.22,开放申购,开放赎回,0.07,1
2016-12-12,2.291,2.291,-4.98,开放申购,开放赎回,-2.47,-1
2016-12-09,2.411,2.411,-1.03,开放申购,开放赎回,0.54,-1
2016-12-08,2.436,2.436,0.04,开放申购,开放赎回,-0.21,1
2016-12-07,2.435,2.435,0.66,开放申购,开放赎回,0.71,1
2016-12-06,2.419,2.419,-0.33,开放申购,开放赎回,-0.16,-1
2016-12-05,2.427,2.427,0.79,开放申购,开放赎回,-1.21,1
2016-12-02,2.408,2.408,-0.86,开放申购,开放赎回,-0.9,-1
2016-12-01,2.429,2.429,0.62,开放申购,开放赎回,0.72,1
2016-11-30,2.414,2.414,-0.08,开放申购,开放赎回,-1.0,-1
2016-11-29,2.416,2.416,-0.37,开放申购,开放赎回,0.18,-1
2016-11-28,2.425,2.425,0.37,开放申购,开放赎回,0.46,1
2016-11-25,2.416,2.416,0.46,开放申购,开放赎回,0.62,1
2016-11-24,2.405,2.405,-0.62,开放申购,开放赎回,0.02,-1
2016-11-23,2.42,2.42,-0.78,开放申购,开放赎回,-0.22,-1
2016-11-22,2.439,2.439,0.95,开放申购,开放赎回,0.94,1
2016-11-21,2.416,2.416,-0.37,开放申购,开放赎回,0.79,-1
2016-11-18,2.425,2.425,-0.57,开放申购,开放赎回,-0.49,-1
2016-11-17,2.439,2.439,-0.29,开放申购,开放赎回,0.11,-1
2016-11-16,2.446,2.446,0.66,开放申购,开放赎回,-0.06,1
2016-11-15,2.43,2.43,0.04,开放申购,开放赎回,-0.11,1
2016-11-14,2.429,2.429,0.12,开放申购,开放赎回,0.45,1
2016-11-11,2.426,2.426,-0.49,开放申购,开放赎回,0.78,-1
2016-11-10,2.438,2.438,1.08,开放申购,开放赎回,1.37,1
2016-11-09,2.412,2.412,-0.62,开放申购,开放赎回,-0.62,-1
2016-11-08,2.427,2.427,0.79,开放申购,开放赎回,0.46,1
2016-11-07,2.408,2.408,-0.08,开放申购,开放赎回,0.26,-1
2016-11-04,2.41,2.41,-0.7,开放申购,开放赎回,-0.12,-1
2016-11-03,2.427,2.427,0.37,开放申购,开放赎回,0.84,1
2016-11-02,2.418,2.418,-0.58,开放申购,开放赎回,-0.63,-1
2016-11-01,2.432,2.432,0.79,开放申购,开放赎回,0.71,1
2016-10-31,2.413,2.413,-0.7,开放申购,开放赎回,-0.12,-1
2016-10-28,2.43,2.43,-0.41,开放申购,开放赎回,-0.26,-1
2016-10-27,2.44,2.44,-0.25,开放申购,开放赎回,-0.13,-1
2016-10-26,2.446,2.446,-0.65,开放申购,开放赎回,-0.5,-1
2016-10-25,2.462,2.462,0.61,开放申购,开放赎回,0.12,1
2016-10-24,2.447,2.447,0.62,开放申购,开放赎回,1.21,1
2016-10-21,2.432,2.432,-0.86,开放申购,开放赎回,0.21,-1
2016-10-20,2.453,2.453,0.33,开放申购,开放赎回,-0.01,1
2016-10-19,2.445,2.445,-0.33,开放申购,开放赎回,0.03,-1
2016-10-18,2.453,2.453,1.15,开放申购,开放赎回,1.4,1
2016-10-17,2.425,2.425,-0.82,开放申购,开放赎回,-0.74,-1
2016-10-14,2.445,2.445,-0.49,开放申购,开放赎回,0.08,-1
2016-10-13,2.457,2.457,0.12,开放申购,开放赎回,0.09,1
2016-10-12,2.454,2.454,-1.13,开放申购,开放赎回,-0.22,-1
2016-10-11,2.482,2.482,0.4,开放申购,开放赎回,0.56,1
2016-10-10,2.472,2.472,1.9,开放申购,开放赎回,1.45,1
2016-09-30,2.426,2.426,0.41,开放申购,开放赎回,0.21,1
2016-09-29,2.416,2.416,0.37,开放申购,开放赎回,0.36,1
2016-09-28,2.407,2.407,0.33,开放申购,开放赎回,-0.34,1
2016-09-27,2.399,2.399,0.46,开放申购,开放赎回,0.6,1
2016-09-26,2.388,2.388,-1.28,开放申购,开放赎回,-1.76,-1
2016-09-23,2.419,2.419,-0.08,开放申购,开放赎回,-0.28,-1
2016-09-22,2.421,2.421,0.92,开放申购,开放赎回,0.54,1
2016-09-21,2.399,2.399,0.46,开放申购,开放赎回,0.1,1
2016-09-20,2.388,2.388,0.29,开放申购,开放赎回,-0.1,1
2016-09-19,2.381,2.381,0.85,开放申购,开放赎回,0.77,1
2016-09-14,2.361,2.361,0.04,开放申购,开放赎回,-0.68,1
2016-09-13,2.36,2.36,0.64,开放申购,开放赎回,0.05,1
2016-09-12,2.345,2.345,-3.14,开放申购,开放赎回,-1.85,-1
2016-09-09,2.421,2.421,-0.98,开放申购,开放赎回,-0.55,-1
2016-09-08,2.445,2.445,0.91,开放申购,开放赎回,0.13,1
2016-09-07,2.423,2.423,0.04,开放申购,开放赎回,0.04,1
2016-09-06,2.422,2.422,1.59,开放申购,开放赎回,0.61,1
2016-09-05,2.384,2.384,1.58,开放申购,开放赎回,0.15,1
2016-09-02,2.347,2.347,-0.09,开放申购,开放赎回,0.13,-1
2016-09-01,2.349,2.349,-0.04,开放申购,开放赎回,-0.72,-1
2016-08-31,2.35,2.35,0.0,开放申购,开放赎回,0.35,-1
2016-08-30,2.35,2.35,0.43,开放申购,开放赎回,0.15,1
2016-08-29,2.34,2.34,0.26,开放申购,开放赎回,-0.01,1
2016-08-26,2.334,2.334,0.78,开放申购,开放赎回,0.06,1
2016-08-25,2.316,2.316,0.35,开放申购,开放赎回,-0.57,1
2016-08-24,2.308,2.308,0.52,开放申购,开放赎回,-0.12,1
2016-08-23,2.296,2.296,-0.04,开放申购,开放赎回,0.16,-1
2016-08-22,2.297,2.297,-1.54,开放申购,开放赎回,-0.75,-1
2016-08-19,2.333,2.333,0.56,开放申购,开放赎回,0.13,1
2016-08-18,2.32,2.32,-0.6,开放申购,开放赎回,-0.17,-1
2016-08-17,2.334,2.334,0.6,开放申购,开放赎回,-0.02,1
2016-08-16,2.32,2.32,0.17,开放申购,开放赎回,-0.49,1
2016-08-15,2.316,2.316,2.52,开放申购,开放赎回,2.44,1
2016-08-12,2.259,2.259,0.58,开放申购,开放赎回,1.6,1
2016-08-11,2.246,2.246,-1.58,开放申购,开放赎回,-0.53,-1
2016-08-10,2.282,2.282,-0.18,开放申购,开放赎回,-0.23,-1
2016-08-09,2.286,2.286,1.2,开放申购,开放赎回,0.71,1
2016-08-08,2.259,2.259,0.98,开放申购,开放赎回,0.93,1
2016-08-05,2.237,2.237,-0.89,开放申购,开放赎回,-0.19,-1
2016-08-04,2.257,2.257,1.39,开放申购,开放赎回,0.13,1
2016-08-03,2.226,2.226,-0.22,开放申购,开放赎回,0.24,-1
2016-08-02,2.231,2.231,0.54,开放申购,开放赎回,0.61,1
2016-08-01,2.219,2.219,-0.98,开放申购,开放赎回,-0.87,-1
2016-07-29,2.241,2.241,-0.84,开放申购,开放赎回,-0.5,-1
2016-07-28,2.26,2.26,-0.83,开放申购,开放赎回,0.08,-1
2016-07-27,2.279,2.279,-4.76,开放申购,开放赎回,-1.91,-1
2016-07-26,2.393,2.393,1.18,开放申购,开放赎回,1.14,1
2016-07-25,2.365,2.365,-0.88,开放申购,开放赎回,0.1,-1
2016-07-22,2.386,2.386,-1.24,开放申购,开放赎回,-0.86,-1
2016-07-21,2.416,2.416,0.21,开放申购,开放赎回,0.37,1
2016-07-20,2.411,2.411,0.54,开放申购,开放赎回,-0.29,1
2016-07-19,2.398,2.398,0.97,开放申购,开放赎回,-0.23,1
2016-07-18,2.375,2.375,-0.13,开放申购,开放赎回,-0.35,-1
2016-07-15,2.378,2.378,-0.5,开放申购,开放赎回,0.01,-1
2016-07-14,2.39,2.39,-0.5,开放申购,开放赎回,-0.22,-1
2016-07-13,2.402,2.402,1.18,开放申购,开放赎回,0.37,1
2016-07-12,2.374,2.374,0.72,开放申购,开放赎回,1.82,1
2016-07-11,2.357,2.357,-0.51,开放申购,开放赎回,0.23,-1
2016-07-08,2.369,2.369,-0.29,开放申购,开放赎回,-0.95,-1
2016-07-07,2.376,2.376,-0.54,开放申购,开放赎回,-0.01,-1
2016-07-06,2.389,2.389,0.25,开放申购,开放赎回,0.36,1
2016-07-05,2.383,2.383,0.38,开放申购,开放赎回,0.6,1
2016-07-04,2.374,2.374,2.42,开放申购,开放赎回,1.91,1
2016-07-01,2.318,2.318,-0.43,开放申购,开放赎回,0.1,-1
2016-06-30,2.328,2.328,-0.56,开放申购,开放赎回,-0.07,-1
2016-06-29,2.341,2.341,0.39,开放申购,开放赎回,0.65,1
2016-06-28,2.332,2.332,0.56,开放申购,开放赎回,0.58,1
2016-06-27,2.319,2.319,2.34,开放申购,开放赎回,1.45,1
2016-06-24,2.266,2.266,-0.7,开放申购,开放赎回,-1.3,-1
2016-06-23,2.282,2.282,-1.81,开放申购,开放赎回,-0.47,-1
2016-06-22,2.324,2.324,1.44,开放申购,开放赎回,0.94,1
2016-06-21,2.291,2.291,-0.99,开放申购,开放赎回,-0.35,-1
2016-06-20,2.314,2.314,0.3,开放申购,开放赎回,0.13,1
2016-06-17,2.307,2.307,0.17,开放申购,开放赎回,0.43,1
2016-06-16,2.303,2.303,-0.73,开放申购,开放赎回,-0.5,-1
2016-06-15,2.32,2.32,3.8,开放申购,开放赎回,1.58,1
2016-06-14,2.235,2.235,0.09,开放申购,开放赎回,0.32,1
2016-06-13,2.233,2.233,-3.87,开放申购,开放赎回,-3.21,-1
2016-06-08,2.323,2.323,-1.15,开放申购,开放赎回,-0.3,-1
2016-06-07,2.35,2.35,0.17,开放申购,开放赎回,0.07,1
2016-06-06,2.346,2.346,0.64,开放申购,开放赎回,-0.16,1
2016-06-03,2.331,2.331,1.3,开放申购,开放赎回,0.46,1
2016-06-02,2.301,2.301,0.83,开放申购,开放赎回,0.4,1
2016-06-01,2.282,2.282,0.75,开放申购,开放赎回,-0.11,1
2016-05-31,2.265,2.265,4.91,开放申购,开放赎回,3.34,1
2016-05-30,2.159,2.159,-0.55,开放申购,开放赎回,0.05,-1
2016-05-27,2.171,2.171,-0.46,开放申购,开放赎回,-0.05,-1
2016-05-26,2.181,2.181,0.74,开放申购,开放赎回,0.26,1
2016-05-25,2.165,2.165,-0.78,开放申购,开放赎回,-0.23,-1
2016-05-24,2.182,2.182,-1.27,开放申购,开放赎回,-0.77,-1
2016-05-23,2.21,2.21,1.75,开放申购,开放赎回,0.64,1
2016-05-20,2.172,2.172,0.0,开放申购,开放赎回,0.66,-1
2016-05-19,2.172,2.172,1.31,开放申购,开放赎回,-0.02,1
2016-05-18,2.144,2.144,-2.23,开放申购,开放赎回,-1.27,-1
2016-05-17,2.193,2.193,-0.45,开放申购,开放赎回,-0.25,-1
2016-05-16,2.203,2.203,2.23,开放申购,开放赎回,0.84,1
2016-05-13,2.155,2.155,-0.46,开放申购,开放赎回,-0.31,-1
2016-05-12,2.165,2.165,2.22,开放申购,开放赎回,-0.04,1
2016-05-11,2.118,2.118,-0.75,开放申购,开放赎回,0.16,-1
2016-05-10,2.134,2.134,-0.7,开放申购,开放赎回,0.02,-1
2016-05-09,2.149,2.149,-3.2,开放申购,开放赎回,-2.79,-1
2016-05-06,2.22,2.22,-3.39,开放申购,开放赎回,-2.82,-1
2016-05-05,2.298,2.298,0.39,开放申购,开放赎回,0.22,1
2016-05-04,2.289,2.289,-0.35,开放申购,开放赎回,-0.05,-1
2016-05-03,2.297,2.297,3.66,开放申购,开放赎回,1.85,1
2016-04-29,2.216,2.216,0.41,开放申购,开放赎回,-0.25,1
2016-04-28,2.207,2.207,-0.23,开放申购,开放赎回,-0.27,-1
2016-04-27,2.212,2.212,-0.49,开放申购,开放赎回,-0.37,-1
2016-04-26,2.223,2.223,1.28,开放申购,开放赎回,0.61,1
2016-04-25,2.195,2.195,-0.54,开放申购,开放赎回,-0.42,-1
2016-04-22,2.207,2.207,0.59,开放申购,开放赎回,0.22,1
2016-04-21,2.194,2.194,-0.72,开放申购,开放赎回,-0.66,-1
2016-04-20,2.21,2.21,-3.11,开放申购,开放赎回,-2.31,-1
2016-04-19,2.281,2.281,0.84,开放申购,开放赎回,0.3,1
2016-04-18,2.262,2.262,-0.83,开放申购,开放赎回,-1.44,-1
2016-04-15,2.281,2.281,-0.87,开放申购,开放赎回,-0.14,-1
2016-04-14,2.301,2.301,1.1,开放申购,开放赎回,0.51,1
2016-04-13,2.276,2.276,1.93,开放申购,开放赎回,1.42,1
2016-04-12,2.233,2.233,-0.62,开放申购,开放赎回,-0.34,-1
2016-04-11,2.247,2.247,2.42,开放申购,开放赎回,1.64,1
2016-04-08,2.194,2.194,-1.22,开放申购,开放赎回,-0.78,-1
2016-04-07,2.221,2.221,-2.07,开放申购,开放赎回,-1.38,-1
2016-04-06,2.268,2.268,0.44,开放申购,开放赎回,-0.08,1
2016-04-05,2.258,2.258,2.68,开放申购,开放赎回,1.45,1
2016-04-01,2.199,2.199,-1.3,开放申购,开放赎回,0.19,-1
2016-03-31,2.228,2.228,-0.22,开放申购,开放赎回,0.11,-1
2016-03-30,2.233,2.233,4.2,开放申购,开放赎回,2.77,1
2016-03-29,2.143,2.143,-1.7,开放申购,开放赎回,-1.28,-1
2016-03-28,2.18,2.18,-0.82,开放申购,开放赎回,-0.73,-1
2016-03-25,2.198,2.198,-0.59,开放申购,开放赎回,0.62,-1
2016-03-24,2.211,2.211,-1.21,开放申购,开放赎回,-1.63,-1
2016-03-23,2.238,2.238,2.19,开放申购,开放赎回,0.35,1
2016-03-22,2.19,2.19,-0.36,开放申购,开放赎回,-0.64,-1
2016-03-21,2.198,2.198,2.71,开放申购,开放赎回,2.15,1
2016-03-18,2.14,2.14,3.93,开放申购,开放赎回,1.73,1
2016-03-17,2.059,2.059,4.62,开放申购,开放赎回,1.2,1
2016-03-16,1.968,1.968,-1.2,开放申购,开放赎回,0.21,-1
2016-03-15,1.992,1.992,-1.14,开放申购,开放赎回,0.17,-1
2016-03-14,2.015,2.015,4.78,开放申购,开放赎回,1.75,1
2016-03-11,1.923,1.923,-0.26,开放申购,开放赎回,0.2,-1
2016-03-10,1.928,1.928,-1.73,开放申购,开放赎回,-2.02,-1
2016-03-09,1.962,1.962,-1.75,开放申购,开放赎回,-1.34,-1
2016-03-08,1.997,1.997,0.55,开放申购,开放赎回,0.14,1
2016-03-07,1.986,1.986,1.59,开放申购,开放赎回,0.81,1
2016-03-04,1.955,1.955,-3.55,开放申购,开放赎回,0.5,-1
2016-03-03,2.027,2.027,-0.34,开放申购,开放赎回,0.35,-1
2016-03-02,2.034,2.034,4.15,开放申购,开放赎回,4.26,1
2016-03-01,1.953,1.953,2.25,开放申购,开放赎回,1.68,1
2016-02-29,1.91,1.91,-4.88,开放申购,开放赎回,-2.86,-1
2016-02-26,2.008,2.008,0.05,开放申购,开放赎回,0.95,1
2016-02-25,2.007,2.007,-6.3,开放申购,开放赎回,-6.41,-1
2016-02-24,2.142,2.142,-1.38,开放申购,开放赎回,0.88,-1
2016-02-23,2.172,2.172,-0.96,开放申购,开放赎回,-0.81,-1
2016-02-22,2.193,2.193,0.92,开放申购,开放赎回,2.35,1
2016-02-19,2.173,2.173,-0.05,开放申购,开放赎回,-0.1,-1
2016-02-18,2.174,2.174,-0.46,开放申购,开放赎回,-0.16,-1
2016-02-17,2.184,2.184,1.58,开放申购,开放赎回,1.08,1
2016-02-16,2.15,2.15,4.27,开放申购,开放赎回,3.29,1
2016-02-15,2.062,2.062,1.18,开放申购,开放赎回,-0.63,1
2016-02-05,2.038,2.038,-1.92,开放申购,开放赎回,-0.63,-1
2016-02-04,2.078,2.078,1.81,开放申购,开放赎回,1.53,1
2016-02-03,2.041,2.041,0.64,开放申购,开放赎回,-0.38,1
2016-02-02,2.028,2.028,4.86,开放申购,开放赎回,2.26,1
2016-02-01,1.934,1.934,-0.72,开放申购,开放赎回,-1.78,-1
2016-01-29,1.948,1.948,4.39,开放申购,开放赎回,3.09,1
2016-01-28,1.866,1.866,-5.52,开放申购,开放赎回,-2.92,-1
2016-01-27,1.975,1.975,-0.9,开放申购,开放赎回,-0.52,-1
2016-01-26,1.993,1.993,-6.87,开放申购,开放赎回,-6.42,-1
2016-01-25,2.14,2.14,1.37,开放申购,开放赎回,0.75,1
2016-01-22,2.111,2.111,2.08,开放申购,开放赎回,1.25,1
2016-01-21,2.068,2.068,-4.13,开放申购,开放赎回,-3.23,-1
2016-01-20,2.157,2.157,-1.24,开放申购,开放赎回,-1.03,-1
2016-01-19,2.184,2.184,4.2,开放申购,开放赎回,3.22,1
2016-01-18,2.096,2.096,2.59,开放申购,开放赎回,0.44,1
2016-01-15,2.043,2.043,-3.22,开放申购,开放赎回,-3.55,-1
2016-01-14,2.111,2.111,4.61,开放申购,开放赎回,1.97,1
2016-01-13,2.018,2.018,-3.95,开放申购,开放赎回,-2.42,-1
2016-01-12,2.101,2.101,0.29,开放申购,开放赎回,0.2,1
2016-01-11,2.095,2.095,-6.05,开放申购,开放赎回,-5.33,-1
2016-01-08,2.23,2.23,0.09,开放申购,开放赎回,1.97,1
2016-01-07,2.228,2.228,-8.2,开放申购,开放赎回,-7.04,-1
2016-01-06,2.427,2.427,2.71,开放申购,开放赎回,2.25,1
2016-01-05,2.363,2.363,-2.84,开放申购,开放赎回,-0.26,-1
2016-01-04,2.432,2.432,-8.33,开放申购,开放赎回,-6.86,-1
2015-12-31,2.653,2.653,-1.89,开放申购,开放赎回,-0.94,-1
2015-12-30,2.704,2.704,2.15,开放申购,开放赎回,0.26,1
2015-12-29,2.647,2.647,0.95,开放申购,开放赎回,0.85,1
2015-12-28,2.622,2.622,-1.58,开放申购,开放赎回,-2.59,-1
2015-12-25,2.664,2.664,0.72,开放申购,开放赎回,0.43,1
2015-12-24,2.645,2.645,-0.23,开放申购,开放赎回,-0.65,-1
2015-12-23,2.651,2.651,-1.74,开放申购,开放赎回,-0.43,-1
2015-12-22,2.698,2.698,0.37,开放申购,开放赎回,0.26,1
2015-12-21,2.688,2.688,-0.11,开放申购,开放赎回,1.77,-1
2015-12-18,2.691,2.691,-0.7,开放申购,开放赎回,-0.03,-1
2015-12-17,2.71,2.71,2.42,开放申购,开放赎回,1.81,1
2015-12-16,2.646,2.646,1.26,开放申购,开放赎回,0.17,1
2015-12-15,2.613,2.613,1.55,开放申购,开放赎回,-0.29,1
2015-12-14,2.573,2.573,-0.31,开放申购,开放赎回,2.51,-1
2015-12-11,2.581,2.581,-1.22,开放申购,开放赎回,-0.61,-1
2015-12-10,2.613,2.613,-1.06,开放申购,开放赎回,-0.49,-1
2015-12-09,2.641,2.641,-0.83,开放申购,开放赎回,0.07,-1
2015-12-08,2.663,2.663,-0.49,开放申购,开放赎回,-1.89,-1
2015-12-07,2.676,2.676,1.4,开放申购,开放赎回,0.34,1
2015-12-04,2.639,2.639,-0.3,开放申购,开放赎回,-1.67,-1
2015-12-03,2.647,2.647,3.6,开放申购,开放赎回,1.35,1
2015-12-02,2.555,2.555,-1.35,开放申购,开放赎回,2.33,-1
2015-12-01,2.59,2.59,-1.18,开放申购,开放赎回,0.32,-1
2015-11-30,2.621,2.621,0.19,开放申购,开放赎回,0.26,1
2015-11-27,2.616,2.616,-5.66,开放申购,开放赎回,-5.48,-1
2015-11-26,2.773,2.773,-0.82,开放申购,开放赎回,-0.34,-1
2015-11-25,2.796,2.796,2.98,开放申购,开放赎回,0.88,1
2015-11-24,2.715,2.715,0.63,开放申购,开放赎回,0.16,1
