净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,上证涨跌
2017-03-03,2.3350,2.3350,0.69%,开放申购,开放赎回,-0.36%
2017-03-02,2.3190,2.3190,-0.81%,开放申购,开放赎回,-0.52%
2017-03-01,2.3380,2.3380,0.21%,开放申购,开放赎回,0.16%
2017-02-28,2.3330,2.3330,0.34%,开放申购,开放赎回,0.40%
2017-02-27,2.3250,2.3250,-0.47%,开放申购,开放赎回,-0.76%
2017-02-24,2.3360,2.3360,0.00%,开放申购,开放赎回,0.06%
2017-02-23,2.3360,2.3360,-0.26%,开放申购,开放赎回,-0.30%
2017-02-22,2.3420,2.3420,0.34%,开放申购,开放赎回,0.24%
2017-02-21,2.3340,2.3340,0.65%,开放申购,开放赎回,0.41%
2017-02-20,2.3190,2.3190,0.74%,开放申购,开放赎回,1.18%
2017-02-17,2.3020,2.3020,-0.65%,开放申购,开放赎回,-0.85%
2017-02-16,2.3170,2.3170,0.83%,开放申购,开放赎回,0.52%
2017-02-15,2.2980,2.2980,-1.08%,开放申购,开放赎回,-0.15%
2017-02-14,2.3230,2.3230,0.17%,开放申购,开放赎回,0.03%
2017-02-13,2.3190,2.3190,0.87%,开放申购,开放赎回,0.63%
2017-02-10,2.2990,2.2990,-0.17%,开放申购,开放赎回,0.42%
2017-02-09,2.3030,2.3030,0.13%,开放申购,开放赎回,0.51%
2017-02-08,2.3000,2.3000,1.23%,开放申购,开放赎回,0.44%
2017-02-07,2.2720,2.2720,0.09%,开放申购,开放赎回,-0.12%
2017-02-06,2.2700,2.2700,0.98%,开放申购,开放赎回,0.54%
2017-02-03,2.2480,2.2480,-0.49%,开放申购,开放赎回,-0.60%
2017-01-26,2.2590,2.2590,1.85%,开放申购,开放赎回,0.31%
2017-01-25,2.2180,2.2180,0.23%,开放申购,开放赎回,0.22%
2017-01-24,2.2130,2.2130,0.05%,开放申购,开放赎回,0.18%
2017-01-23,2.2120,2.2120,0.91%,开放申购,开放赎回,0.44%
2017-01-20,2.1920,2.1920,1.25%,开放申购,开放赎回,0.70%
2017-01-19,2.1650,2.1650,-0.28%,开放申购,开放赎回,-0.38%
2017-01-18,2.1710,2.1710,-0.60%,开放申购,开放赎回,0.14%
2017-01-17,2.1840,2.1840,1.11%,开放申购,开放赎回,0.17%
2017-01-16,2.1600,2.1600,-2.57%,开放申购,开放赎回,-0.30%
2017-01-13,2.2170,2.2170,-1.73%,开放申购,开放赎回,-0.21%
2017-01-12,2.2560,2.2560,-1.23%,开放申购,开放赎回,-0.56%
2017-01-11,2.2840,2.2840,-0.57%,开放申购,开放赎回,-0.79%
2017-01-10,2.2970,2.2970,-0.22%,开放申购,开放赎回,-0.30%
2017-01-09,2.3020,2.3020,0.04%,开放申购,开放赎回,0.54%
2017-01-06,2.3010,2.3010,-1.16%,开放申购,开放赎回,-0.35%
2017-01-05,2.3280,2.3280,-0.30%,开放申购,开放赎回,0.21%
2017-01-04,2.3350,2.3350,1.83%,开放申购,开放赎回,0.73%
2017-01-03,2.2930,2.2930,-0.48%,开放申购,开放赎回,1.04%
2016-12-31,2.3040,2.3040,0.00%,开放申购,开放赎回,
2016-12-30,2.3040,2.3040,0.61%,开放申购,开放赎回,0.24%
2016-12-29,2.2900,2.2900,-0.04%,开放申购,开放赎回,-0.20%
2016-12-28,2.2910,2.2910,-0.30%,开放申购,开放赎回,-0.40%
2016-12-27,2.2980,2.2980,0.35%,开放申购,开放赎回,-0.25%
2016-12-26,2.2900,2.2900,1.46%,开放申购,开放赎回,0.40%
2016-12-23,2.2570,2.2570,-1.48%,开放申购,开放赎回,-0.94%
2016-12-22,2.2910,2.2910,0.04%,开放申购,开放赎回,0.07%
2016-12-21,2.2900,2.2900,0.75%,开放申购,开放赎回,1.11%
2016-12-20,2.2730,2.2730,-0.57%,开放申购,开放赎回,-0.49%
2016-12-19,2.2860,2.2860,-0.26%,开放申购,开放赎回,-0.16%
2016-12-16,2.2920,2.2920,0.88%,开放申购,开放赎回,0.17%
2016-12-15,2.2720,2.2720,0.04%,开放申购,开放赎回,-0.73%
2016-12-14,2.2710,2.2710,-1.09%,开放申购,开放赎回,-0.46%
2016-12-13,2.2960,2.2960,0.22%,开放申购,开放赎回,0.07%
2016-12-12,2.2910,2.2910,-4.98%,开放申购,开放赎回,-2.47%
2016-12-09,2.4110,2.4110,-1.03%,开放申购,开放赎回,0.54%
2016-12-08,2.4360,2.4360,0.04%,开放申购,开放赎回,-0.21%
2016-12-07,2.4350,2.4350,0.66%,开放申购,开放赎回,0.71%
2016-12-06,2.4190,2.4190,-0.33%,开放申购,开放赎回,-0.16%
2016-12-05,2.4270,2.4270,0.79%,开放申购,开放赎回,-1.21%
2016-12-02,2.4080,2.4080,-0.86%,开放申购,开放赎回,-0.90%
2016-12-01,2.4290,2.4290,0.62%,开放申购,开放赎回,0.72%
2016-11-30,2.4140,2.4140,-0.08%,开放申购,开放赎回,-1.00%
2016-11-29,2.4160,2.4160,-0.37%,开放申购,开放赎回,0.18%
2016-11-28,2.4250,2.4250,0.37%,开放申购,开放赎回,0.46%
2016-11-25,2.4160,2.4160,0.46%,开放申购,开放赎回,0.62%
2016-11-24,2.4050,2.4050,-0.62%,开放申购,开放赎回,0.02%
2016-11-23,2.4200,2.4200,-0.78%,开放申购,开放赎回,-0.22%
2016-11-22,2.4390,2.4390,0.95%,开放申购,开放赎回,0.94%
2016-11-21,2.4160,2.4160,-0.37%,开放申购,开放赎回,0.79%
2016-11-18,2.4250,2.4250,-0.57%,开放申购,开放赎回,-0.49%
2016-11-17,2.4390,2.4390,-0.29%,开放申购,开放赎回,0.11%
2016-11-16,2.4460,2.4460,0.66%,开放申购,开放赎回,-0.06%
2016-11-15,2.4300,2.4300,0.04%,开放申购,开放赎回,-0.11%
2016-11-14,2.4290,2.4290,0.12%,开放申购,开放赎回,0.45%
2016-11-11,2.4260,2.4260,-0.49%,开放申购,开放赎回,0.78%
2016-11-10,2.4380,2.4380,1.08%,开放申购,开放赎回,1.37%
2016-11-09,2.4120,2.4120,-0.62%,开放申购,开放赎回,-0.62%
2016-11-08,2.4270,2.4270,0.79%,开放申购,开放赎回,0.46%
2016-11-07,2.4080,2.4080,-0.08%,开放申购,开放赎回,0.26%
2016-11-04,2.4100,2.4100,-0.70%,开放申购,开放赎回,-0.12%
2016-11-03,2.4270,2.4270,0.37%,开放申购,开放赎回,0.84%
2016-11-02,2.4180,2.4180,-0.58%,开放申购,开放赎回,-0.63%
2016-11-01,2.4320,2.4320,0.79%,开放申购,开放赎回,0.71%
2016-10-31,2.4130,2.4130,-0.70%,开放申购,开放赎回,-0.12%
2016-10-28,2.4300,2.4300,-0.41%,开放申购,开放赎回,-0.26%
2016-10-27,2.4400,2.4400,-0.25%,开放申购,开放赎回,-0.13%
2016-10-26,2.4460,2.4460,-0.65%,开放申购,开放赎回,-0.50%
2016-10-25,2.4620,2.4620,0.61%,开放申购,开放赎回,0.12%
2016-10-24,2.4470,2.4470,0.62%,开放申购,开放赎回,1.21%
2016-10-21,2.4320,2.4320,-0.86%,开放申购,开放赎回,0.21%
2016-10-20,2.4530,2.4530,0.33%,开放申购,开放赎回,-0.01%
2016-10-19,2.4450,2.4450,-0.33%,开放申购,开放赎回,0.03%
2016-10-18,2.4530,2.4530,1.15%,开放申购,开放赎回,1.40%
2016-10-17,2.4250,2.4250,-0.82%,开放申购,开放赎回,-0.74%
2016-10-14,2.4450,2.4450,-0.49%,开放申购,开放赎回,0.08%
2016-10-13,2.4570,2.4570,0.12%,开放申购,开放赎回,0.09%
2016-10-12,2.4540,2.4540,-1.13%,开放申购,开放赎回,-0.22%
2016-10-11,2.4820,2.4820,0.40%,开放申购,开放赎回,0.56%
2016-10-10,2.4720,2.4720,1.90%,开放申购,开放赎回,1.45%
2016-09-30,2.4260,2.4260,0.41%,开放申购,开放赎回,0.21%
2016-09-29,2.4160,2.4160,0.37%,开放申购,开放赎回,0.36%
2016-09-28,2.4070,2.4070,0.33%,开放申购,开放赎回,-0.34%
2016-09-27,2.3990,2.3990,0.46%,开放申购,开放赎回,0.60%
2016-09-26,2.3880,2.3880,-1.28%,开放申购,开放赎回,-1.76%
2016-09-23,2.4190,2.4190,-0.08%,开放申购,开放赎回,-0.28%
2016-09-22,2.4210,2.4210,0.92%,开放申购,开放赎回,0.54%
2016-09-21,2.3990,2.3990,0.46%,开放申购,开放赎回,0.10%
2016-09-20,2.3880,2.3880,0.29%,开放申购,开放赎回,-0.10%
2016-09-19,2.3810,2.3810,0.85%,开放申购,开放赎回,0.77%
2016-09-14,2.3610,2.3610,0.04%,开放申购,开放赎回,-0.68%
2016-09-13,2.3600,2.3600,0.64%,开放申购,开放赎回,0.05%
2016-09-12,2.3450,2.3450,-3.14%,开放申购,开放赎回,-1.85%
2016-09-09,2.4210,2.4210,-0.98%,开放申购,开放赎回,-0.55%
2016-09-08,2.4450,2.4450,0.91%,开放申购,开放赎回,0.13%
2016-09-07,2.4230,2.4230,0.04%,开放申购,开放赎回,0.04%
2016-09-06,2.4220,2.4220,1.59%,开放申购,开放赎回,0.61%
2016-09-05,2.3840,2.3840,1.58%,开放申购,开放赎回,0.15%
2016-09-02,2.3470,2.3470,-0.09%,开放申购,开放赎回,0.13%
2016-09-01,2.3490,2.3490,-0.04%,开放申购,开放赎回,-0.72%
2016-08-31,2.3500,2.3500,0.00%,开放申购,开放赎回,0.35%
2016-08-30,2.3500,2.3500,0.43%,开放申购,开放赎回,0.15%
2016-08-29,2.3400,2.3400,0.26%,开放申购,开放赎回,-0.01%
2016-08-26,2.3340,2.3340,0.78%,开放申购,开放赎回,0.06%
2016-08-25,2.3160,2.3160,0.35%,开放申购,开放赎回,-0.57%
2016-08-24,2.3080,2.3080,0.52%,开放申购,开放赎回,-0.12%
2016-08-23,2.2960,2.2960,-0.04%,开放申购,开放赎回,0.16%
2016-08-22,2.2970,2.2970,-1.54%,开放申购,开放赎回,-0.75%
2016-08-19,2.3330,2.3330,0.56%,开放申购,开放赎回,0.13%
2016-08-18,2.3200,2.3200,-0.60%,开放申购,开放赎回,-0.17%
2016-08-17,2.3340,2.3340,0.60%,开放申购,开放赎回,-0.02%
2016-08-16,2.3200,2.3200,0.17%,开放申购,开放赎回,-0.49%
2016-08-15,2.3160,2.3160,2.52%,开放申购,开放赎回,2.44%
2016-08-12,2.2590,2.2590,0.58%,开放申购,开放赎回,1.60%
2016-08-11,2.2460,2.2460,-1.58%,开放申购,开放赎回,-0.53%
2016-08-10,2.2820,2.2820,-0.18%,开放申购,开放赎回,-0.23%
2016-08-09,2.2860,2.2860,1.20%,开放申购,开放赎回,0.71%
2016-08-08,2.2590,2.2590,0.98%,开放申购,开放赎回,0.93%
2016-08-05,2.2370,2.2370,-0.89%,开放申购,开放赎回,-0.19%
2016-08-04,2.2570,2.2570,1.39%,开放申购,开放赎回,0.13%
2016-08-03,2.2260,2.2260,-0.22%,开放申购,开放赎回,0.24%
2016-08-02,2.2310,2.2310,0.54%,开放申购,开放赎回,0.61%
2016-08-01,2.2190,2.2190,-0.98%,开放申购,开放赎回,-0.87%
2016-07-29,2.2410,2.2410,-0.84%,开放申购,开放赎回,-0.50%
2016-07-28,2.2600,2.2600,-0.83%,开放申购,开放赎回,0.08%
2016-07-27,2.2790,2.2790,-4.76%,开放申购,开放赎回,-1.91%
2016-07-26,2.3930,2.3930,1.18%,开放申购,开放赎回,1.14%
2016-07-25,2.3650,2.3650,-0.88%,开放申购,开放赎回,0.10%
2016-07-22,2.3860,2.3860,-1.24%,开放申购,开放赎回,-0.86%
2016-07-21,2.4160,2.4160,0.21%,开放申购,开放赎回,0.37%
2016-07-20,2.4110,2.4110,0.54%,开放申购,开放赎回,-0.29%
2016-07-19,2.3980,2.3980,0.97%,开放申购,开放赎回,-0.23%
2016-07-18,2.3750,2.3750,-0.13%,开放申购,开放赎回,-0.35%
2016-07-15,2.3780,2.3780,-0.50%,开放申购,开放赎回,0.01%
2016-07-14,2.3900,2.3900,-0.50%,开放申购,开放赎回,-0.22%
2016-07-13,2.4020,2.4020,1.18%,开放申购,开放赎回,0.37%
2016-07-12,2.3740,2.3740,0.72%,开放申购,开放赎回,1.82%
2016-07-11,2.3570,2.3570,-0.51%,开放申购,开放赎回,0.23%
2016-07-08,2.3690,2.3690,-0.29%,开放申购,开放赎回,-0.95%
2016-07-07,2.3760,2.3760,-0.54%,开放申购,开放赎回,-0.01%
2016-07-06,2.3890,2.3890,0.25%,开放申购,开放赎回,0.36%
2016-07-05,2.3830,2.3830,0.38%,开放申购,开放赎回,0.60%
2016-07-04,2.3740,2.3740,2.42%,开放申购,开放赎回,1.91%
2016-07-01,2.3180,2.3180,-0.43%,开放申购,开放赎回,0.10%
2016-06-30,2.3280,2.3280,-0.56%,开放申购,开放赎回,-0.07%
2016-06-29,2.3410,2.3410,0.39%,开放申购,开放赎回,0.65%
2016-06-28,2.3320,2.3320,0.56%,开放申购,开放赎回,0.58%
2016-06-27,2.3190,2.3190,2.34%,开放申购,开放赎回,1.45%
2016-06-24,2.2660,2.2660,-0.70%,开放申购,开放赎回,-1.30%
2016-06-23,2.2820,2.2820,-1.81%,开放申购,开放赎回,-0.47%
2016-06-22,2.3240,2.3240,1.44%,开放申购,开放赎回,0.94%
2016-06-21,2.2910,2.2910,-0.99%,开放申购,开放赎回,-0.35%
2016-06-20,2.3140,2.3140,0.30%,开放申购,开放赎回,0.13%
2016-06-17,2.3070,2.3070,0.17%,开放申购,开放赎回,0.43%
2016-06-16,2.3030,2.3030,-0.73%,开放申购,开放赎回,-0.50%
2016-06-15,2.3200,2.3200,3.80%,开放申购,开放赎回,1.58%
2016-06-14,2.2350,2.2350,0.09%,开放申购,开放赎回,0.32%
2016-06-13,2.2330,2.2330,-3.87%,开放申购,开放赎回,-3.21%
2016-06-08,2.3230,2.3230,-1.15%,开放申购,开放赎回,-0.30%
2016-06-07,2.3500,2.3500,0.17%,开放申购,开放赎回,0.07%
2016-06-06,2.3460,2.3460,0.64%,开放申购,开放赎回,-0.16%
2016-06-03,2.3310,2.3310,1.30%,开放申购,开放赎回,0.46%
2016-06-02,2.3010,2.3010,0.83%,开放申购,开放赎回,0.40%
2016-06-01,2.2820,2.2820,0.75%,开放申购,开放赎回,-0.11%
2016-05-31,2.2650,2.2650,4.91%,开放申购,开放赎回,3.34%
2016-05-30,2.1590,2.1590,-0.55%,开放申购,开放赎回,0.05%
2016-05-27,2.1710,2.1710,-0.46%,开放申购,开放赎回,-0.05%
2016-05-26,2.1810,2.1810,0.74%,开放申购,开放赎回,0.26%
2016-05-25,2.1650,2.1650,-0.78%,开放申购,开放赎回,-0.23%
2016-05-24,2.1820,2.1820,-1.27%,开放申购,开放赎回,-0.77%
2016-05-23,2.2100,2.2100,1.75%,开放申购,开放赎回,0.64%
2016-05-20,2.1720,2.1720,0.00%,开放申购,开放赎回,0.66%
2016-05-19,2.1720,2.1720,1.31%,开放申购,开放赎回,-0.02%
2016-05-18,2.1440,2.1440,-2.23%,开放申购,开放赎回,-1.27%
2016-05-17,2.1930,2.1930,-0.45%,开放申购,开放赎回,-0.25%
2016-05-16,2.2030,2.2030,2.23%,开放申购,开放赎回,0.84%
2016-05-13,2.1550,2.1550,-0.46%,开放申购,开放赎回,-0.31%
2016-05-12,2.1650,2.1650,2.22%,开放申购,开放赎回,-0.04%
2016-05-11,2.1180,2.1180,-0.75%,开放申购,开放赎回,0.16%
2016-05-10,2.1340,2.1340,-0.70%,开放申购,开放赎回,0.02%
2016-05-09,2.1490,2.1490,-3.20%,开放申购,开放赎回,-2.79%
2016-05-06,2.2200,2.2200,-3.39%,开放申购,开放赎回,-2.82%
2016-05-05,2.2980,2.2980,0.39%,开放申购,开放赎回,0.22%
2016-05-04,2.2890,2.2890,-0.35%,开放申购,开放赎回,-0.05%
2016-05-03,2.2970,2.2970,3.66%,开放申购,开放赎回,1.85%
2016-04-29,2.2160,2.2160,0.41%,开放申购,开放赎回,-0.25%
2016-04-28,2.2070,2.2070,-0.23%,开放申购,开放赎回,-0.27%
2016-04-27,2.2120,2.2120,-0.49%,开放申购,开放赎回,-0.37%
2016-04-26,2.2230,2.2230,1.28%,开放申购,开放赎回,0.61%
2016-04-25,2.1950,2.1950,-0.54%,开放申购,开放赎回,-0.42%
2016-04-22,2.2070,2.2070,0.59%,开放申购,开放赎回,0.22%
2016-04-21,2.1940,2.1940,-0.72%,开放申购,开放赎回,-0.66%
2016-04-20,2.2100,2.2100,-3.11%,开放申购,开放赎回,-2.31%
2016-04-19,2.2810,2.2810,0.84%,开放申购,开放赎回,0.30%
2016-04-18,2.2620,2.2620,-0.83%,开放申购,开放赎回,-1.44%
2016-04-15,2.2810,2.2810,-0.87%,开放申购,开放赎回,-0.14%
2016-04-14,2.3010,2.3010,1.10%,开放申购,开放赎回,0.51%
2016-04-13,2.2760,2.2760,1.93%,开放申购,开放赎回,1.42%
2016-04-12,2.2330,2.2330,-0.62%,开放申购,开放赎回,-0.34%
2016-04-11,2.2470,2.2470,2.42%,开放申购,开放赎回,1.64%
2016-04-08,2.1940,2.1940,-1.22%,开放申购,开放赎回,-0.78%
2016-04-07,2.2210,2.2210,-2.07%,开放申购,开放赎回,-1.38%
2016-04-06,2.2680,2.2680,0.44%,开放申购,开放赎回,-0.08%
2016-04-05,2.2580,2.2580,2.68%,开放申购,开放赎回,1.45%
2016-04-01,2.1990,2.1990,-1.30%,开放申购,开放赎回,0.19%
2016-03-31,2.2280,2.2280,-0.22%,开放申购,开放赎回,0.11%
2016-03-30,2.2330,2.2330,4.20%,开放申购,开放赎回,2.77%
2016-03-29,2.1430,2.1430,-1.70%,开放申购,开放赎回,-1.28%
2016-03-28,2.1800,2.1800,-0.82%,开放申购,开放赎回,-0.73%
2016-03-25,2.1980,2.1980,-0.59%,开放申购,开放赎回,0.62%
2016-03-24,2.2110,2.2110,-1.21%,开放申购,开放赎回,-1.63%
2016-03-23,2.2380,2.2380,2.19%,开放申购,开放赎回,0.35%
2016-03-22,2.1900,2.1900,-0.36%,开放申购,开放赎回,-0.64%
2016-03-21,2.1980,2.1980,2.71%,开放申购,开放赎回,2.15%
2016-03-18,2.1400,2.1400,3.93%,开放申购,开放赎回,1.73%
2016-03-17,2.0590,2.0590,4.62%,开放申购,开放赎回,1.20%
2016-03-16,1.9680,1.9680,-1.20%,开放申购,开放赎回,0.21%
2016-03-15,1.9920,1.9920,-1.14%,开放申购,开放赎回,0.17%
2016-03-14,2.0150,2.0150,4.78%,开放申购,开放赎回,1.75%
2016-03-11,1.9230,1.9230,-0.26%,开放申购,开放赎回,0.20%
2016-03-10,1.9280,1.9280,-1.73%,开放申购,开放赎回,-2.02%
2016-03-09,1.9620,1.9620,-1.75%,开放申购,开放赎回,-1.34%
2016-03-08,1.9970,1.9970,0.55%,开放申购,开放赎回,0.14%
2016-03-07,1.9860,1.9860,1.59%,开放申购,开放赎回,0.81%
2016-03-04,1.9550,1.9550,-3.55%,开放申购,开放赎回,0.50%
2016-03-03,2.0270,2.0270,-0.34%,开放申购,开放赎回,0.35%
2016-03-02,2.0340,2.0340,4.15%,开放申购,开放赎回,4.26%
2016-03-01,1.9530,1.9530,2.25%,开放申购,开放赎回,1.68%
2016-02-29,1.9100,1.9100,-4.88%,开放申购,开放赎回,-2.86%
2016-02-26,2.0080,2.0080,0.05%,开放申购,开放赎回,0.95%
2016-02-25,2.0070,2.0070,-6.30%,开放申购,开放赎回,-6.41%
2016-02-24,2.1420,2.1420,-1.38%,开放申购,开放赎回,0.88%
2016-02-23,2.1720,2.1720,-0.96%,开放申购,开放赎回,-0.81%
2016-02-22,2.1930,2.1930,0.92%,开放申购,开放赎回,2.35%
2016-02-19,2.1730,2.1730,-0.05%,开放申购,开放赎回,-0.10%
2016-02-18,2.1740,2.1740,-0.46%,开放申购,开放赎回,-0.16%
2016-02-17,2.1840,2.1840,1.58%,开放申购,开放赎回,1.08%
2016-02-16,2.1500,2.1500,4.27%,开放申购,开放赎回,3.29%
2016-02-15,2.0620,2.0620,1.18%,开放申购,开放赎回,-0.63%
2016-02-05,2.0380,2.0380,-1.92%,开放申购,开放赎回,-0.63%
2016-02-04,2.0780,2.0780,1.81%,开放申购,开放赎回,1.53%
2016-02-03,2.0410,2.0410,0.64%,开放申购,开放赎回,-0.38%
2016-02-02,2.0280,2.0280,4.86%,开放申购,开放赎回,2.26%
2016-02-01,1.9340,1.9340,-0.72%,开放申购,开放赎回,-1.78%
2016-01-29,1.9480,1.9480,4.39%,开放申购,开放赎回,3.09%
2016-01-28,1.8660,1.8660,-5.52%,开放申购,开放赎回,-2.92%
2016-01-27,1.9750,1.9750,-0.90%,开放申购,开放赎回,-0.52%
2016-01-26,1.9930,1.9930,-6.87%,开放申购,开放赎回,-6.42%
2016-01-25,2.1400,2.1400,1.37%,开放申购,开放赎回,0.75%
2016-01-22,2.1110,2.1110,2.08%,开放申购,开放赎回,1.25%
2016-01-21,2.0680,2.0680,-4.13%,开放申购,开放赎回,-3.23%
2016-01-20,2.1570,2.1570,-1.24%,开放申购,开放赎回,-1.03%
2016-01-19,2.1840,2.1840,4.20%,开放申购,开放赎回,3.22%
2016-01-18,2.0960,2.0960,2.59%,开放申购,开放赎回,0.44%
2016-01-15,2.0430,2.0430,-3.22%,开放申购,开放赎回,-3.55%
2016-01-14,2.1110,2.1110,4.61%,开放申购,开放赎回,1.97%
2016-01-13,2.0180,2.0180,-3.95%,开放申购,开放赎回,-2.42%
2016-01-12,2.1010,2.1010,0.29%,开放申购,开放赎回,0.20%
2016-01-11,2.0950,2.0950,-6.05%,开放申购,开放赎回,-5.33%
2016-01-08,2.2300,2.2300,0.09%,开放申购,开放赎回,1.97%
2016-01-07,2.2280,2.2280,-8.20%,开放申购,开放赎回,-7.04%
2016-01-06,2.4270,2.4270,2.71%,开放申购,开放赎回,2.25%
2016-01-05,2.3630,2.3630,-2.84%,开放申购,开放赎回,-0.26%
2016-01-04,2.4320,2.4320,-8.33%,开放申购,开放赎回,-6.86%
2015-12-31,2.6530,2.6530,-1.89%,开放申购,开放赎回,-0.94%
2015-12-30,2.7040,2.7040,2.15%,开放申购,开放赎回,0.26%
2015-12-29,2.6470,2.6470,0.95%,开放申购,开放赎回,0.85%
2015-12-28,2.6220,2.6220,-1.58%,开放申购,开放赎回,-2.59%
2015-12-25,2.6640,2.6640,0.72%,开放申购,开放赎回,0.43%
2015-12-24,2.6450,2.6450,-0.23%,开放申购,开放赎回,-0.65%
2015-12-23,2.6510,2.6510,-1.74%,开放申购,开放赎回,-0.43%
2015-12-22,2.6980,2.6980,0.37%,开放申购,开放赎回,0.26%
2015-12-21,2.6880,2.6880,-0.11%,开放申购,开放赎回,1.77%
2015-12-18,2.6910,2.6910,-0.70%,开放申购,开放赎回,-0.03%
2015-12-17,2.7100,2.7100,2.42%,开放申购,开放赎回,1.81%
2015-12-16,2.6460,2.6460,1.26%,开放申购,开放赎回,0.17%
2015-12-15,2.6130,2.6130,1.55%,开放申购,开放赎回,-0.29%
2015-12-14,2.5730,2.5730,-0.31%,开放申购,开放赎回,2.51%
2015-12-11,2.5810,2.5810,-1.22%,开放申购,开放赎回,-0.61%
2015-12-10,2.6130,2.6130,-1.06%,开放申购,开放赎回,-0.49%
2015-12-09,2.6410,2.6410,-0.83%,开放申购,开放赎回,0.07%
2015-12-08,2.6630,2.6630,-0.49%,开放申购,开放赎回,-1.89%
2015-12-07,2.6760,2.6760,1.40%,开放申购,开放赎回,0.34%
2015-12-04,2.6390,2.6390,-0.30%,开放申购,开放赎回,-1.67%
2015-12-03,2.6470,2.6470,3.60%,开放申购,开放赎回,1.35%
2015-12-02,2.5550,2.5550,-1.35%,开放申购,开放赎回,2.33%
2015-12-01,2.5900,2.5900,-1.18%,开放申购,开放赎回,0.32%
2015-11-30,2.6210,2.6210,0.19%,开放申购,开放赎回,0.26%
2015-11-27,2.6160,2.6160,-5.66%,开放申购,开放赎回,-5.48%
2015-11-26,2.7730,2.7730,-0.82%,开放申购,开放赎回,-0.34%
2015-11-25,2.7960,2.7960,2.98%,开放申购,开放赎回,0.88%
2015-11-24,2.7150,2.7150,0.63%,开放申购,开放赎回,0.16%
2015-11-23,2.6980,2.6980,-0.81%,开放申购,开放赎回,-0.56%
2015-11-20,2.7200,2.7200,1.30%,开放申购,开放赎回,0.37%
2015-11-19,2.6850,2.6850,3.27%,开放申购,开放赎回,1.36%
2015-11-18,2.6000,2.6000,-1.89%,开放申购,开放赎回,-1.01%
2015-11-17,2.6500,2.6500,-1.27%,开放申购,开放赎回,-0.06%
2015-11-16,2.6840,2.6840,2.72%,开放申购,开放赎回,0.73%
2015-11-13,2.6130,2.6130,-2.97%,开放申购,开放赎回,-1.43%
2015-11-12,2.6930,2.6930,0.75%,开放申购,开放赎回,-0.48%
2015-11-11,2.6730,2.6730,2.10%,开放申购,开放赎回,0.27%
2015-11-10,2.6180,2.6180,1.24%,开放申购,开放赎回,-0.18%
2015-11-09,2.5860,2.5860,3.19%,开放申购,开放赎回,1.58%
2015-11-06,2.5060,2.5060,3.68%,开放申购,开放赎回,1.91%
2015-11-05,2.4170,2.4170,-0.41%,开放申购,开放赎回,1.83%
2015-11-04,2.4270,2.4270,5.34%,开放申购,开放赎回,4.31%
2015-11-03,2.3040,2.3040,0.48%,开放申购,开放赎回,-0.25%
2015-11-02,2.2930,2.2930,-2.38%,开放申购,开放赎回,-1.70%
2015-10-30,2.3490,2.3490,0.38%,开放申购,开放赎回,-0.14%
2015-10-29,2.3400,2.3400,0.95%,开放申购,开放赎回,0.36%
2015-10-28,2.3180,2.3180,-2.24%,开放申购,开放赎回,-1.72%
2015-10-27,2.3710,2.3710,1.32%,开放申购,开放赎回,0.14%
2015-10-26,2.3400,2.3400,1.08%,开放申购,开放赎回,0.50%
2015-10-23,2.3150,2.3150,2.25%,开放申购,开放赎回,1.30%
2015-10-22,2.2640,2.2640,3.52%,开放申购,开放赎回,1.45%
2015-10-21,2.1870,2.1870,-6.90%,开放申购,开放赎回,-3.06%
2015-10-20,2.3490,2.3490,2.35%,开放申购,开放赎回,1.14%
2015-10-19,2.2950,2.2950,-0.56%,开放申购,开放赎回,-0.14%
2015-10-16,2.3080,2.3080,2.81%,开放申购,开放赎回,1.60%
2015-10-15,2.2450,2.2450,3.65%,开放申购,开放赎回,2.32%
2015-10-14,2.1660,2.1660,-1.37%,开放申购,开放赎回,-0.93%
2015-10-13,2.1960,2.1960,1.01%,开放申购,开放赎回,0.17%
2015-10-12,2.1740,2.1740,3.52%,开放申购,开放赎回,3.28%
2015-10-09,2.1000,2.1000,0.33%,开放申购,开放赎回,1.27%
2015-10-08,2.0930,2.0930,4.70%,开放申购,开放赎回,2.97%
2015-09-30,1.9990,1.9990,-0.15%,开放申购,开放赎回,0.48%
2015-09-29,2.0020,2.0020,-0.05%,开放申购,开放赎回,-2.02%
2015-09-28,2.0030,2.0030,5.81%,开放申购,开放赎回,0.27%
2015-09-25,1.8930,1.8930,-3.52%,开放申购,开放赎回,-1.60%
2015-09-24,1.9620,1.9620,0.26%,开放申购,开放赎回,0.86%
2015-09-23,1.9570,1.9570,-0.05%,开放申购,开放赎回,-2.19%
2015-09-22,1.9580,1.9580,0.77%,开放申购,开放赎回,0.92%
2015-09-21,1.9430,1.9430,4.63%,开放申购,开放赎回,1.89%
2015-09-18,1.8570,1.8570,2.77%,开放申购,开放赎回,0.38%
2015-09-17,1.8070,1.8070,0.44%,开放申购,开放赎回,-2.10%
2015-09-16,1.7990,1.7990,7.27%,开放申购,开放赎回,4.89%
2015-09-15,1.6770,1.6770,-4.99%,开放申购,开放赎回,-3.52%
2015-09-14,1.7650,1.7650,-5.77%,开放申购,开放赎回,-2.67%
